# Generated from Wikidata person and family-name labels for selected scholarly occupations.
# name\tkind\tWikidata entity
Piero Scaruffi	label	Q465428
Piero Sraffa	label	Q370468
Piero Tani	label	Q113796492
Piero Tarantino	label	Q134451341
Piero Tartaglia	label	Q112509230
Piero Vassallo	label	Q114320974
Piero Villaggio	label	Q3903386
Piero Viotto	label	Q16590290
Pierobon	family	Q3082763
Pieroni	family	Q60653936
Pierotti	family	Q7004397
Pierpaolo Barbieri	label	Q43595046
Pierpaolo Battigalli	label	Q30072400
Pierpaolo Benigno	label	Q30069881
Pierpaolo Degano	label	Q102310320
Pierpaolo Donati	label	Q3382734
Pierpaolo Ferrari	label	Q108914424
Pierpaolo Luzzatto Fegiz	label	Q3903406
Pierpaolo Mudu	label	Q111746557
Pierpaolo Omari	label	Q102421713
Pierpaolo Pravatto	label	Q132817490
Pierpaolo Singer	label	Q111951544
Pierpont	family	Q1680982
Pierre	family	Q102182240
Pierre A. Piroué	label	Q116414179
Pierre A. Riffard	label	Q2631189
Pierre Adet	label	Q903209
Pierre Adolphe Daguin	label	Q94914641
Pierre Agostini	label	Q57020342
Pierre Aigrain	label	Q365707
Pierre Albin	label	Q102268757
Pierre Aleaume	label	Q2414592
Pierre Alliez	label	Q102337668
Pierre Alluard	label	Q55533100
Pierre Alphonse Laurent	label	Q166396
Pierre Amiot	label	Q106779276
Pierre Andrew Rinfret	label	Q7192044
Pierre Ango	label	Q34604409
Pierre Angénieux	label	Q349326
Pierre Ansart	label	Q3383737
Pierre Ansay	label	Q17699667
Pierre Antonini	label	Q978447
Pierre Ardouin	label	Q76138029
Pierre Arnoux	label	Q102260763
Pierre Aubenque	label	Q474107
Pierre Audibert	label	Q87697192
Pierre Auger	label	Q552004
Pierre Auguste Bertin	label	Q2093141
Pierre Auguste Victor Mutel	label	Q4308631
Pierre Augustin Boissier de Sauvages	label	Q2093155
Pierre Azoulay	label	Q58450379
Pierre Bacchus	label	Q59693115
Pierre Baldi	label	Q3383843
Pierre Balme	label	Q112480943
Pierre Bar	label	Q136214635
Pierre Baranger	label	Q15971718
Pierre Baras	label	Q102229872
Pierre Barchewitz	label	Q28494010
Pierre Bardin	label	Q3383867
Pierre Barret	label	Q55471562
Pierre Barrucand	label	Q44407324
Pierre Barthélemy, baron Portal	label	Q3382879
Pierre Bartoli	label	Q55771225
Pierre Baruch	label	Q30672941
Pierre Basieux	label	Q16508303
Pierre Bauchet	label	Q55771194
Pierre Baudouin de Montarcis	label	Q60837898
Pierre Bayard	label	Q102277443
Pierre Bayen	label	Q1150752
Pierre Bayle	label	Q112352422
Pierre Beausard	label	Q55835510
Pierre Becker	label	Q66372230
Pierre Bel	label	Q102337756
Pierre Benaerts	label	Q55555383
Pierre Bergé	label	Q2093171
Pierre Bernand Barrau	label	Q23796190
Pierre Bernard	label	Q102230155
Pierre Bernhard	label	Q28088868
Pierre Berthaud	label	Q55626578
Pierre Berthelot	label	Q931228
Pierre Bertholon de Saint-Lazare	label	Q3383958
Pierre Bessaignet	label	Q21634434
Pierre Bessard	label	Q119917
Pierre Bessière	label	Q106730451
Pierre Beyssac	label	Q3383989
Pierre Bieliavsky	label	Q19323055
Pierre Billaud	label	Q28318645
Pierre Billoir	label	Q64857561
Pierre Binétruy	label	Q24326440
Pierre Biquard	label	Q3384014
Pierre Bitôt	label	Q3384018
Pierre Blanc	label	Q108827703
Pierre Blanchard	label	Q93269591
Pierre Bobynet	label	Q104099717
Pierre Boc	label	Q140030902
Pierre Bochard	label	Q102438575
Pierre Bois	label	Q116457508
Pierre Bon	label	Q112388642
Pierre Bonelli	label	Q3384064
Pierre Bonhomme	label	Q112399457
Pierre Bonnechere	label	Q100605490
Pierre Bonnet	label	Q88584660
Pierre Borel	label	Q3384092
Pierre Borgnat	label	Q85830647
Pierre Borne	label	Q3384086
Pierre Boudot	label	Q3384118
Pierre Bouguer	label	Q11065
Pierre Boullier	label	Q3384126
Pierre Bourdieu	label	Q156268
Pierre Bourdin	label	Q19687603
Pierre Bouretz	label	Q3384139
Pierre Bourhis	label	Q102415249
Pierre Boutang	label	Q3384169
Pierre Boutroux	label	Q1399119
Pierre Bouvier	label	Q102394242
Pierre Branda	label	Q3384177
Pierre Bretonneau	label	Q2004700
Pierre Bricault	label	Q135486516
Pierre Brien	label	Q726586
Pierre Brousse	label	Q55497891
Pierre Brumoy	label	Q2093251
Pierre Burgelin	label	Q55771685
Pierre Béal	label	Q102229810
Pierre Bénard	label	Q124883602
Pierre Bérard	label	Q102175345
Pierre Bézier	label	Q372584
Pierre Cabane	label	Q112559250
Pierre Cagne	label	Q103063364
Pierre Cahuc	label	Q3384261
Pierre Cally	label	Q7192119
Pierre Carcavy	label	Q2332441
Pierre Cardaliaguet	label	Q102263105
Pierre Cartier	label	Q574633
Pierre Cassou-Noguès	label	Q15454933
Pierre Castel	label	Q102398623
Pierre Castéran	label	Q102262135
Pierre Caussat	label	Q3384318
Pierre Caye	label	Q25391853
Pierre Cazes	label	Q17564007
Pierre Chaillot	label	Q116269586
Pierre Chappaz	label	Q506795
Pierre Chappuis	label	Q2093279
Pierre Charbit	label	Q102419673
Pierre Charbonnier	label	Q51936218
Pierre Charles Le Monnier	label	Q563553
Pierre Charollois	label	Q102297337
Pierre Charron	label	Q463846
Pierre Chartray	label	Q134304610
Pierre Chiniac de La Bastide	label	Q3384429
Pierre Clastres	label	Q463151
Pierre Claver Damiba	label	Q115590888
Pierre Clement Daffincourt	label	Q94832571
Pierre Clerget	label	Q101208575
Pierre Colin	label	Q41792100
Pierre Collet	label	Q3525862
Pierre Colmez	label	Q466774
Pierre Concialdi	label	Q3384499
Pierre Conner	label	Q2093316
Pierre Connes	label	Q63791003
Pierre Conso	label	Q112455342
Pierre Costabel	label	Q3384532
Pierre Cottin	label	Q136906066
Pierre Coullet	label	Q15840507
Pierre Courcier	label	Q109858373
Pierre Cousin	label	Q1801857
Pierre Coutin	label	Q100166412
Pierre Couture	label	Q3384561
Pierre Crettaz	label	Q112548326
Pierre Crépel	label	Q16669962
Pierre Crétois	label	Q120824747
Pierre Curie	label	Q37463
Pierre Cuvelier	label	Q33515740
Pierre Cérésole	label	Q116353
Pierre d'Ailly	label	Q318580
Pierre D. Harvey	label	Q2399962
Pierre Dagonel	label	Q112262662
Pierre Dangicourt	label	Q3384620
Pierre Daniel Chantepie de la Saussaye	label	Q1340281
Pierre Daniel Huet	label	Q568497
Pierre Daniel Sarte	label	Q41804667
Pierre Dardot	label	Q87761734
Pierre Darriulat	label	Q29937615
Pierre Daumard	label	Q43954607
Pierre Daure	label	Q3384634
Pierre Dazord	label	Q47516410
Pierre de Bois-Guillebret	label	Q66597471
Pierre de Calan	label	Q8322677
Pierre de Fermat	label	Q75655
Pierre De Heen	label	Q55675483
Pierre de Jarric	label	Q1672415
Pierre de la Harpe	label	Q15840519
Pierre de la Place	label	Q3387586
Pierre de Saint-Joseph	label	Q21209068
Pierre de Smedt	label	Q12353810
Pierre de Villemandy	label	Q58317074
Pierre Debord	label	Q55620319
Pierre Defraigne	label	Q7192170
Pierre Degond	label	Q21285726
Pierre Del Moral	label	Q37604206
Pierre Delaisi	label	Q16233029
Pierre Delfaud	label	Q37990140
Pierre Deligne	label	Q334045
Pierre Delplace	label	Q89150879
Pierre Demers	label	Q17580053
Pierre Demeulenaere	label	Q107029275
Pierre Depoid	label	Q3384709
Pierre Dersin	label	Q124304617
Pierre des Essars	label	Q42296516
Pierre Deschampsneufs	label	Q105098339
Pierre Descouvemont	label	Q3024320
Pierre Desenne	label	Q18945731
Pierre Desnanot	label	Q131366851
Pierre Destrée	label	Q55628889
Pierre Dieterlen	label	Q55771008
Pierre Djibril Coulibaly	label	Q19281914
Pierre Dockès	label	Q3384776
Pierre Dolbeault	label	Q464878
Pierre Druilhet	label	Q88022746
Pierre Du Pont	label	Q117456707
Pierre Dubois	label	Q41800242
Pierre Ducassé	label	Q104502739
Pierre Duchesne	label	Q102252699
Pierre Ducimetière	label	Q3384832
Pierre Duclos	label	Q99836773
Pierre Duez	label	Q95304414
Pierre Dufoyer	label	Q59528954
Pierre Dugac	label	Q2093396
Pierre Duharcourt	label	Q3384848
Pierre Duhem	label	Q314172
Pierre Dusart	label	Q3384892
Pierre Dutilleul	label	Q97635707
Pierre Dèbes	label	Q102278607
Pierre Dönnes	label	Q57236019
Pierre E Jacob	label	Q92824653
Pierre Edouard Marage	label	Q112335896
Pierre Etienne Herbin de Halle	label	Q111610985
Pierre Etienne Rousseau	label	Q72917662
Pierre Eugene du Simitiere	label	Q527977
Pierre Eymard	label	Q102117641
Pierre Fabrie	label	Q102262213
Pierre Fabry	label	Q112446908
Pierre Fatou	label	Q723574
Pierre Fauchais	label	Q125526201
Pierre Favre	label	Q56071641
Pierre Fayet	label	Q2093441
Pierre Fleury	label	Q3385004
Pierre Fontan	label	Q113738820
Pierre Forcadel	label	Q3385021
Pierre Fortin	label	Q20851299
Pierre Fougeyrollas	label	Q3385048
Pierre Fougères	label	Q102416135
Pierre Foulani	label	Q117280846
Pierre Fraigniaud	label	Q16669974
Pierre Frankhauser	label	Q24266072
Pierre François Verhulst	label	Q425539
Pierre Fromont	label	Q65154071
Pierre Fruchon	label	Q93239128
Pierre Fréchette	label	Q76646333
Pierre Frédéric Sarrus	label	Q983386
Pierre Furter	label	Q55629344
Pierre Fédida	label	Q3385116
Pierre G. Verly	label	Q135231953
Pierre Gabriel	label	Q1343092
Pierre Ganne	label	Q3385136
Pierre Gançarski	label	Q102430777
Pierre Garaudel	label	Q113759399
Pierre Garello	label	Q45369836
Pierre Garniron	label	Q97068218
Pierre Gaspard	label	Q3385163
Pierre Gassendi	label	Q192315
Pierre Gauthier	label	Q3385174
Pierre Gautruche	label	Q21545414
Pierre Gayte	label	Q79782789
Pierre Genevès	label	Q13399681
Pierre Gerckens	label	Q1361829
Pierre Germain	label	Q63854251
Pierre Gillibert	label	Q130777948
Pierre Giot	label	Q30080430
Pierre Giovanny Ramos Apéstegui	label	Q132159045
Pierre Giraud	label	Q3385236
Pierre Glorieux	label	Q105888857
Pierre Goetgheluck	label	Q102230838
Pierre Goetschin	label	Q124452191
Pierre Goldschmidt	label	Q7192240
Pierre Gourju	label	Q16188599
Pierre Gramegna	label	Q15614932
Pierre Gravel	label	Q3385314
Pierre Grillet	label	Q102162776
Pierre Grisvard	label	Q48123121
Pierre Grivet	label	Q3385329
Pierre Grégoire	label	Q3385354
Pierre Guenancia	label	Q53449481
Pierre Guillaume Camille Forthomme	label	Q1671910
Pierre Guillaume Frédéric le Play	label	Q452627
Pierre Guillermier	label	Q112376481
Pierre Guillet de Monthoux	label	Q106194857
Pierre Guérin	label	Q55713889
Pierre Gy	label	Q7192251
Pierre Hadot	label	Q972152
Pierre Hainaut	label	Q50585710
Pierre Hallier	label	Q110739095
Pierre Hansen	label	Q28872467
Pierre Hassner	label	Q3385436
Pierre Hayat	label	Q93240760
Pierre Henri Blanchet	label	Q55413935
Pierre Henri Hugoniot	label	Q1384141
Pierre Herreng	label	Q123684701
Pierre Hohenberg	label	Q833685
Pierre Honoré Kazadi Lukonda Ngube-Ngube	label	Q64009973
Pierre Huard	label	Q121003708
Pierre Hubert Anson	label	Q29054659
Pierre Humbert	label	Q1804232
Pierre Hyacinth Conway	label	Q113662607
Pierre Hyacinthe Azaïs	label	Q2087509
Pierre Héber-Suffrin	label	Q16669991
Pierre Hérigone	label	Q2162075
Pierre Idrac	label	Q3385523
Pierre Isabelle	label	Q7192271
Pierre J. Payer	label	Q93244890
Pierre Jacerme	label	Q3385547
Pierre Jacob	label	Q62729019
Pierre Jacquemot	label	Q33237648
Pierre Jacquet	label	Q3385560
Pierre Jacquinot	label	Q2093554
Pierre Jaillet	label	Q33102653
Pierre Janet	label	Q328758
Pierre Janssen	label	Q298581
Pierre Jaubert	label	Q3385574
Pierre Jean Corneille Debreyne	label	Q3385583
Pierre Jean George Cabanis	label	Q705666
Pierre Jean Laurent	label	Q112429038
Pierre Jean Malraison, Jr.	label	Q102221884
Pierre Jolivet	label	Q117074228
Pierre Joly	label	Q120634723
Pierre Jonckheer	label	Q1399250
Pierre Joseph de Rivaz	label	Q3385627
Pierre Joseph Henry Baudet	label	Q15840513
Pierre Joseph van den Bogaert	label	Q136945109
Pierre Joseph Étienne Finck	label	Q25915411
Pierre Jouvelot	label	Q102391915
Pierre Judet	label	Q110136770
Pierre Julien Rouillé	label	Q43764593
Pierre Kaan	label	Q3385662
Pierre Kahn	label	Q116263764
Pierre Kaufmann	label	Q28949046
Pierre Keller	label	Q112449477
Pierre Khalfa	label	Q42300263
Pierre Koning	label	Q30084745
Pierre L'Écuyer	label	Q28876874
Pierre Labrousse	label	Q30046162
Pierre Lachièze-Rey	label	Q3385708
Pierre Laconte	label	Q1608696
Pierre Lafaye de Micheaux	label	Q55725642
Pierre Laffitte	label	Q981459
Pierre Laliberté	label	Q137789495
Pierre Lallement	label	Q950330
Pierre Lance	label	Q3385754
Pierre Langlois	label	Q7192314
Pierre Laperle	label	Q137187106
Pierre Laporte	label	Q11995661
Pierre Lardinois	label	Q280671
Pierre Laroche	label	Q135900331
Pierre Laromiguière	label	Q345815
Pierre Lasserre	label	Q30074785
Pierre Lauber	label	Q112369388
Pierre Lavallée	label	Q75097345
Pierre Le Coz	label	Q3385841
Pierre Le Jeannic	label	Q55986047
Pierre Le Pesant, sieur de Boisguilbert	label	Q676456
Pierre Le Roux	label	Q30607921
Pierre Le Roy	label	Q664919
Pierre Lecomte	label	Q102357312
Pierre Lecomte du Noüy	label	Q1748303
Pierre Lehmann	label	Q3385907
Pierre Lejay	label	Q3385908
Pierre Lelong	label	Q466301
Pierre Lemaître-Auger	label	Q138649756
Pierre Lemieux	label	Q3385926
Pierre Lemonnier	label	Q2544764
Pierre Leroux	label	Q102105211
Pierre Leroy-Beaulieu	label	Q3385946
Pierre Lescanne	label	Q3385948
Pierre Leyssenne	label	Q28839320
Pierre Liardet	label	Q102351504
Pierre Livet	label	Q3385968
Pierre Llau	label	Q124866217
Pierre Lochak	label	Q102304506
Pierre Lopez	label	Q102365804
Pierre Louis	label	Q125572130
Pierre Louis Dulong	label	Q281020
Pierre Louis Haegen	label	Q112364795
Pierre Louis Roederer	label	Q1930385
Pierre Lusson	label	Q53646793
Pierre Lévy	label	Q950635
Pierre Lévêque	label	Q3386056
Pierre M. Picard	label	Q30073171
Pierre Macherey	label	Q326897
Pierre Macq	label	Q2249882
Pierre Magnard	label	Q774224
Pierre Maillet	label	Q109586147
Pierre Malgrange	label	Q55621434
Pierre Manent	label	Q3386096
Pierre Marc Gaston de Lévis, Duke of Lévis	label	Q984608
Pierre Marin	label	Q61512345
Pierre Marmier	label	Q72049051
Pierre Marois	label	Q3386151
Pierre Marquis	label	Q102442949
Pierre Martel	label	Q25396623
Pierre Martin de La Martinière	label	Q11995662
Pierre Martinetti	label	Q64007974
Pierre Massé	label	Q3386191
Pierre Matet	label	Q102254628
Pierre Mathelot	label	Q42319934
Pierre Mathieu	label	Q112384282
Pierre Maurice	label	Q65156319
Pierre Mayer	label	Q112445090
Pierre Meriel	label	Q120489092
Pierre Merlin	label	Q3386253
Pierre Mesnard	label	Q3386256
Pierre Meystre	label	Q1715287
Pierre Mianes	label	Q120489098
Pierre Michel Klein	label	Q19630135
Pierre Mills	label	Q102123750
Pierre Milman	label	Q2093709
Pierre Molino	label	Q102184306
Pierre Momet	label	Q15966943
Pierre Monsaut	label	Q120754986
Pierre Montebello	label	Q3386331
Pierre Moreels	label	Q102692796
Pierre Morestel	label	Q97575951
Pierre Moret	label	Q21502980
Pierre Morhange	label	Q3386353
Pierre Morin	label	Q121093291
Pierre Moscovici	label	Q356919
Pierre Moulier	label	Q95717658
Pierre Moultou	label	Q21165309
Pierre Mousel	label	Q13104582
Pierre Moussa	label	Q102426576
Pierre Musso	label	Q3386389
Pierre Méchain	label	Q311022
Pierre Ménard	label	Q110558001
Pierre Naslin	label	Q59530499
Pierre Nassoy	label	Q90783008
Pierre Naville	label	Q1345220
Pierre Ndoumaï	label	Q112444709
Pierre Nguimkeu	label	Q61166134
Pierre Nguyen	label	Q102431503
Pierre Nicolas	label	Q135960405
Pierre Nicole	label	Q719942
Pierre Noel Famin	label	Q55910760
Pierre Omidyar	label	Q348483
Pierre Orelus	label	Q63117822
Pierre Padet	label	Q34673547
Pierre Pansu	label	Q1235647
Pierre Papon	label	Q3386502
Pierre Paquette	label	Q3386508
Pierre Paul Déhérain	label	Q365284
Pierre Paul Royer-Collard	label	Q965524
Pierre Pay-Pay wa Syakasighe	label	Q586135
Pierre Pecher	label	Q103404202
Pierre Pellegrin	label	Q3386545
Pierre Pelletan	label	Q3386548
Pierre Perrier	label	Q3386564
Pierre Perron	label	Q16193293
Pierre Pesneau	label	Q102420739
Pierre Pestieau	label	Q3386578
Pierre Peters	label	Q203069
Pierre Petit	label	Q3386576
Pierre Petitcunot	label	Q27529846
Pierre Petroff	label	Q6046109
Pierre Pezziardi	label	Q29919291
Pierre Philippe Urbain Thomas	label	Q3386600
Pierre Picard	label	Q30073175
Pierre Pillet	label	Q3386616
Pierre Poiret	label	Q1963049
Pierre Poirier	label	Q85616532
Pierre Polinière	label	Q3386645
Pierre Postnikov	label	Q3386655
Pierre Poulain	label	Q124709690
Pierre Poulin	label	Q102120599
Pierre Prevost	label	Q116291
Pierre Priouret	label	Q102076811
Pierre Pudlo	label	Q119848887
Pierre Pyrard	label	Q3386708
Pierre Péan	label	Q553135
Pierre Péguin	label	Q117769811
Pierre Péladeau	label	Q102355301
Pierre Périaux	label	Q3386716
Pierre Quercy	label	Q109812961
Pierre Quesnay	label	Q2397259
Pierre Radvanyi	label	Q216043
Pierre Rainssant	label	Q3386745
Pierre Ramond	label	Q40047
Pierre Raphaël	label	Q56884393
Pierre Raymond	label	Q30143889
Pierre Raymond de Montmort	label	Q474930
Pierre Regibeau	label	Q87567715
Pierre Renaud	label	Q134452677
Pierre Restany	label	Q1460571
Pierre Rieucau	label	Q55532923
Pierre Rion	label	Q3386806
Pierre Rondeau	label	Q48755935
Pierre Rosanvallon	label	Q2093915
Pierre Rosenstiehl	label	Q3386861
Pierre Rouard	label	Q135089351
Pierre Rousseau	label	Q3386872
Pierre Rousselin	label	Q135218311
Pierre Rousselot	label	Q2093853
Pierre Sabatier	label	Q3903472
Pierre Sagaut	label	Q102349570
Pierre Salama	label	Q97366342
Pierre Salles	label	Q112391025
Pierre Samuel	label	Q1384888
Pierre Samuel du Pont de Nemours	label	Q573712
Pierre Sansot	label	Q1976056
Pierre Sauvé	label	Q55722829
Pierre Savard	label	Q21428363
Pierre Schaeffer	label	Q315744
Pierre Schapira	label	Q2093876
Pierre Scheuer	label	Q3386950
Pierre Senellart	label	Q59247604
Pierre Sigorgne	label	Q3386991
Pierre Sikivie	label	Q24565714
Pierre Siklos	label	Q41804304
Pierre Simon	label	Q103341871
Pierre Simonnet	label	Q77320468
Pierre Sokolsky	label	Q15450071
Pierre Somville	label	Q43346538
Pierre Suquet	label	Q30099987
Pierre Tabatoni	label	Q3387061
Pierre Taillefer	label	Q55599037
Pierre Tavares	label	Q3387079
Pierre Teilhard de Chardin	label	Q189564
Pierre Tevanian	label	Q3387086
Pierre Thibaud	label	Q61814900
Pierre Thibault	label	Q104176110
Pierre Thillet	label	Q3387096
Pierre Thuillier	label	Q1391899
Pierre Thévenaz	label	Q84549975
Pierre Thévenin	label	Q120833340
Pierre Tisserand	label	Q55652759
Pierre Toubert	label	Q3387132
Pierre Tournois	label	Q79117361
Pierre Traimond	label	Q116259367
Pierre Trotignon	label	Q95232144
Pierre Tédenat	label	Q55900991
Pierre Uri	label	Q3387199
Pierre Vallet	label	Q99355945
Pierre Vallois	label	Q102123984
Pierre Van Deuren	label	Q1918469
Pierre Van Mechelen	label	Q66809437
Pierre Van Meenen	label	Q2259898
Pierre van Moerbeke	label	Q569964
Pierre Vandergheynst	label	Q102080439
Pierre Vanhove	label	Q16670082
Pierre Varignon	label	Q379219
Pierre Veltz	label	Q3387253
Pierre Vendryès	label	Q93248388
Pierre Verbaeten	label	Q2320604
Pierre Verluise	label	Q3387264
Pierre Vernier	label	Q956260
Pierre Vernimmen	label	Q3387265
Pierre Verstraeten	label	Q59531245
Pierre Vesperini	label	Q53271291
Pierre Vidotto	label	Q102919699
Pierre Vignéras	label	Q102342913
Pierre Vigreux	label	Q112525682
Pierre Villard	label	Q104640442
Pierre Vinclair	label	Q3387308
Pierre Vogel	label	Q104434255
Pierre Védrine	label	Q21294793
Pierre Wack	label	Q7192488
Pierre Wagner	label	Q85225740
Pierre Wantzel	label	Q451176
Pierre Weiss	label	Q299841
Pierre Werner	label	Q315661
Pierre Wiktorin	label	Q30331404
Pierre Will	label	Q102312429
Pierre William Johnson	label	Q3387353
Pierre Willommet	label	Q110577104
Pierre Wolper	label	Q3387366
Pierre Y. Julien	label	Q124643704
Pierre Yared	label	Q41805031
Pierre Yves Morvan	label	Q112389726
Pierre Zaoui	label	Q3387373
Pierre Zweigenbaum	label	Q55231014
Pierre Émile Levasseur	label	Q891774
Pierre Étévenon	label	Q55182210
Pierre-A. Vuillermot	label	Q102229838
Pierre-Adrien Marciset	label	Q109636652
Pierre-Alain Muet	label	Q12922
Pierre-Alain Muller	label	Q111993774
